person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,aggressive_loan_flag,risk_inversion_score,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes,income_bucket_Mid,income_bucket_High,income_bucket_Very High,predicted_status,actual_status
26.0,18153.0,5,3000.0,11.01,0.17,2.0,696,0,0.002685365853658537,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1
22.0,71832.0,2,16800.0,16.77,0.23,2.0,661,0,0.005826435045317221,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
30.0,41993.0,5,7500.0,9.05,0.18,5.0,571,0,0.0028479020979020977,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
29.0,41837.0,2,8994.0,10.99,0.21,9.0,666,0,0.003460119940029985,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,1,1
30.0,21035.0,7,2580.0,14.78,0.12,8.0,653,0,0.002711926605504587,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1,1
27.0,120968.0,6,35000.0,16.11,0.29,9.0,645,0,0.0072320433436532505,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1
37.0,111164.0,13,5000.0,19.47,0.04,16.0,685,0,0.001135276967930029,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1
26.0,37294.0,7,12000.0,11.11,0.32,3.0,581,0,0.0061085910652920955,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
26.0,94825.0,2,15000.0,14.27,0.16,4.0,595,0,0.003830872483221476,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1,1
33.0,37621.0,12,10000.0,9.33,0.27,6.0,629,0,0.0039985714285714295,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1
35.0,52761.0,12,13200.0,16.77,0.25,9.0,605,0,0.006918316831683168,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
27.0,13890.0,6,1647.0,11.19,0.12,5.0,610,0,0.0021977086743044188,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,1,1
29.0,53753.0,5,4000.0,12.51,0.07,8.0,614,0,0.0014239024390243903,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,1,1
36.0,24069.0,12,4500.0,13.49,0.19,14.0,583,0,0.004388869863013699,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1,1
26.0,44060.0,2,7000.0,13.98,0.16,2.0,612,0,0.003648939641109299,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
41.0,122467.0,14,25000.0,16.62,0.2,13.0,529,0,0.0062716981132075475,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1
22.0,65893.0,1,3200.0,16.49,0.05,2.0,612,0,0.0013450244698205546,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
23.0,65738.0,0,20000.0,11.83,0.3,4.0,668,0,0.005304932735426009,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
30.0,72832.0,8,19023.0,8.82,0.26,8.0,662,0,0.003458823529411765,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
27.0,36977.0,4,12000.0,11.36,0.32,9.0,640,0,0.0056711388455538215,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
26.0,24109.0,5,5000.0,11.26,0.21,3.0,640,0,0.0036889235569422772,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1
29.0,24064.0,8,2000.0,5.99,0.08,7.0,584,0,0.0008191452991452992,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1
22.0,80948.0,0,7500.0,14.96,0.09,2.0,634,0,0.0021203149606299214,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
23.0,41259.0,0,9000.0,11.01,0.22,4.0,638,0,0.0037906103286384977,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
31.0,14035.0,8,2000.0,14.72,0.14,6.0,620,0,0.0033185185185185193,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1
27.0,72330.0,4,18000.0,15.89,0.25,6.0,627,0,0.006325636942675159,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,1
22.0,16388.0,1,7502.0,7.06,0.46,5.0,692,0,0.004686291486291486,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1
25.0,67174.0,2,20000.0,9.88,0.3,4.0,646,0,0.004581143740340031,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
24.0,51061.0,3,6000.0,14.29,0.12,4.0,553,0,0.003095306859205776,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,1
23.0,94867.0,2,15000.0,15.31,0.16,4.0,635,0,0.0038515723270440257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
31.0,88601.0,12,18000.0,17.39,0.2,10.0,681,0,0.005099706744868035,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1
36.0,41073.0,12,13475.0,15.68,0.33,15.0,669,1,0.007722985074626866,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
32.0,62873.0,7,7000.0,14.46,0.11,10.0,610,0,0.0026032733224222587,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
31.0,36738.0,8,2050.0,8.88,0.06,7.0,608,0,0.0008748768472906404,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
29.0,38266.0,8,14615.0,10.4,0.38,7.0,566,0,0.0069700176366843045,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
25.0,116378.0,0,6500.0,14.61,0.06,2.0,655,0,0.0013362804878048779,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,1,1
22.0,91119.0,1,8000.0,15.99,0.09,4.0,521,0,0.002756896551724138,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1
23.0,65092.0,2,21237.0,10.84,0.33,3.0,687,0,0.005199418604651162,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,1,1
23.0,35590.0,4,10000.0,18.62,0.28,3.0,560,0,0.009293404634581106,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,1,1
25.0,89805.0,6,20000.0,15.95,0.22,3.0,656,0,0.005340943683409437,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
23.0,55780.0,1,14398.0,11.84,0.26,3.0,671,0,0.004580952380952382,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,1,1
26.0,90006.0,4,25000.0,11.01,0.28,4.0,595,0,0.00517248322147651,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
22.0,65790.0,0,7000.0,14.96,0.11,3.0,567,0,0.0028971830985915496,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
25.0,32195.0,1,8000.0,12.87,0.25,4.0,520,0,0.006175623800383877,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
22.0,44175.0,0,6700.0,14.11,0.15,4.0,694,0,0.003045323741007194,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
33.0,18401.0,11,2500.0,12.24,0.14,6.0,713,0,0.0024000000000000002,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1
42.0,39711.0,23,10000.0,11.71,0.25,11.0,679,0,0.00430514705882353,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
22.0,71948.0,0,35000.0,16.02,0.49,3.0,561,1,0.013967615658362988,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,1,1
30.0,138000.0,10,14400.0,14.54,0.1,10.0,710,0,0.0020450070323488044,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
24.0,21175.0,0,3927.0,10.81,0.19,3.0,599,0,0.003423166666666667,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1
23.0,71255.0,2,20000.0,7.66,0.28,3.0,654,0,0.003274503816793893,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
24.0,22941.0,1,5000.0,14.0,0.22,3.0,580,0,0.005301204819277108,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1,1
24.0,43963.0,5,2098.0,15.32,0.05,4.0,627,0,0.0012197452229299364,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
30.0,59989.0,2,19798.0,12.35,0.33,10.0,647,0,0.0062893518518518515,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
21.0,35775.0,0,7000.0,12.61,0.2,2.0,583,0,0.004318493150684932,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
25.0,51352.0,4,7400.0,16.32,0.14,4.0,686,0,0.0033257641921397383,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
22.0,35276.0,0,3825.0,15.96,0.11,3.0,563,0,0.0031127659574468084,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
23.0,55900.0,0,17244.0,10.14,0.31,3.0,667,0,0.004705688622754492,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1,1
23.0,47803.0,0,15000.0,12.21,0.31,4.0,606,0,0.006235749588138386,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
45.0,54395.0,24,20000.0,16.61,0.37,13.0,680,1,0.009024522760646109,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
26.0,35723.0,3,8500.0,13.55,0.24,3.0,593,0,0.005474747474747475,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1
32.0,29300.0,9,10800.0,7.75,0.37,8.0,605,0,0.004731848184818482,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
25.0,89794.0,6,25000.0,12.96,0.28,4.0,679,0,0.005336470588235295,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
26.0,84801.0,4,22500.0,18.99,0.27,2.0,605,0,0.008460891089108911,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
29.0,72049.0,7,18000.0,15.65,0.25,8.0,560,0,0.0069741532976827095,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
23.0,36983.0,0,10000.0,9.0,0.27,4.0,693,0,0.003501440922190202,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1
22.0,47797.0,2,5000.0,12.23,0.1,3.0,548,0,0.0022276867030965393,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
22.0,34601.0,0,2200.0,15.95,0.06,3.0,511,0,0.001869140625,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
24.0,60984.0,2,17000.0,13.79,0.28,3.0,653,0,0.005903975535168196,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,1
26.0,178602.0,6,20000.0,17.99,0.11,3.0,604,0,0.003270909090909091,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1,1
34.0,49138.0,9,15000.0,14.38,0.31,6.0,640,0,0.006954446177847115,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
26.0,80447.0,0,9895.0,15.52,0.12,4.0,540,0,0.0034425138632162657,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
26.0,35885.0,4,15000.0,10.0,0.42,2.0,680,0,0.006167400881057269,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1
23.0,50608.0,2,16966.0,13.53,0.34,3.0,599,0,0.007667,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
21.0,36757.0,1,5000.0,14.96,0.14,4.0,596,0,0.00350820770519263,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
23.0,47896.0,0,16000.0,11.36,0.33,3.0,644,0,0.005812093023255814,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
23.0,36893.0,0,4000.0,16.32,0.11,2.0,569,0,0.0031494736842105266,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,1
38.0,48984.0,11,18258.0,12.41,0.37,17.0,713,0,0.006430952380952382,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
21.0,33172.0,0,6000.0,14.46,0.18,4.0,443,0,0.005862162162162163,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1,1
23.0,16599.0,0,2400.0,13.49,0.14,2.0,505,0,0.0037324110671936766,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1
35.0,37213.0,13,10131.0,11.83,0.27,11.0,575,0,0.0055453125,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
26.0,96926.0,5,7500.0,15.23,0.08,2.0,575,0,0.002115277777777778,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
22.0,32673.0,0,1550.0,11.01,0.05,2.0,630,0,0.0008724247226624405,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1
21.0,13113.0,0,4500.0,8.63,0.34,2.0,651,0,0.0045003067484662585,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,1
27.0,95627.0,8,3739.0,14.5,0.04,8.0,654,0,0.0008854961832061068,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
26.0,65880.0,2,25000.0,14.83,0.38,2.0,592,0,0.009503204047217537,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1,1
22.0,19960.0,0,3200.0,17.93,0.16,4.0,618,0,0.004634571890145395,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1
23.0,19518.0,0,2800.0,8.36,0.14,5.0,560,0,0.0020862745098039217,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1,1
23.0,42028.0,1,9500.0,11.01,0.23,3.0,685,0,0.003691399416909621,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
24.0,94441.0,2,19553.0,15.62,0.21,4.0,581,0,0.005636082474226803,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1
22.0,43928.0,0,2500.0,15.62,0.06,2.0,650,0,0.0014396313364055298,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
25.0,101683.0,3,5000.0,15.88,0.05,3.0,655,0,0.0012103658536585366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
27.0,43052.0,5,14500.0,13.98,0.34,8.0,675,0,0.0070313609467455625,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
27.0,29982.0,6,3559.0,14.86,0.12,5.0,675,0,0.002637869822485207,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
26.0,36814.0,4,10625.0,9.13,0.29,4.0,635,0,0.004163050314465408,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
25.0,54737.0,3,15000.0,13.48,0.27,2.0,673,0,0.0054,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
25.0,103580.0,2,24000.0,16.54,0.23,2.0,627,0,0.006057643312101911,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
31.0,50963.0,6,14000.0,12.08,0.27,6.0,644,0,0.005056744186046512,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
28.0,32913.0,4,9000.0,8.37,0.27,7.0,658,0,0.003429286798179059,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
22.0,95794.0,0,12000.0,15.95,0.13,3.0,611,0,0.0033880718954248366,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
22.0,22502.0,3,3600.0,11.01,0.16,2.0,674,0,0.0026097777777777777,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1,1
32.0,54129.0,8,15000.0,7.88,0.28,9.0,724,0,0.0030433103448275866,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1
38.0,70418.0,17,9500.0,16.35,0.13,16.0,593,0,0.0035782828282828285,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
28.0,17145.0,8,3000.0,10.99,0.17,6.0,621,0,0.003003697749196142,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,1,1
25.0,60667.0,2,2707.0,11.17,0.04,3.0,502,0,0.0008882703777335984,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1
21.0,36918.0,0,12000.0,5.79,0.33,3.0,665,0,0.002868918918918919,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
22.0,37047.0,0,12600.0,11.99,0.34,4.0,619,0,0.006575161290322581,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
25.0,35641.0,0,3000.0,18.1,0.08,2.0,638,0,0.0022660406885759003,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
22.0,53740.0,0,10000.0,15.58,0.19,3.0,634,0,0.004661732283464567,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
22.0,37343.0,0,13000.0,13.11,0.35,3.0,639,0,0.00716953125,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
22.0,65874.0,0,20000.0,9.91,0.3,4.0,617,0,0.0048106796116504855,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
22.0,79926.0,0,11750.0,17.14,0.15,2.0,616,0,0.004166936790923825,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
37.0,37218.0,15,15000.0,11.01,0.4,12.0,707,0,0.006220338983050847,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
36.0,49276.0,14,21046.0,18.24,0.43,12.0,633,1,0.012370977917981071,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
40.0,136463.0,14,12000.0,16.04,0.09,14.0,634,0,0.002273385826771653,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,1,1
21.0,35359.0,0,4200.0,15.62,0.12,3.0,652,0,0.0028704441041347622,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
23.0,34196.0,4,12000.0,14.27,0.35,4.0,722,0,0.00690802213001383,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,1,1
24.0,71540.0,0,20000.0,11.9,0.28,4.0,659,0,0.005048484848484849,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
25.0,136700.0,1,5000.0,14.54,0.04,2.0,666,0,0.0008719640179910045,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
31.0,36840.0,10,12000.0,14.86,0.33,6.0,642,0,0.007626438569206843,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
23.0,64577.0,0,17312.0,7.94,0.27,3.0,667,0,0.003209281437125749,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
30.0,40388.0,6,2032.0,14.76,0.05,7.0,586,0,0.0012572402044293016,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
25.0,36962.0,1,10500.0,16.29,0.28,2.0,681,0,0.006687976539589443,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,1,1
24.0,55854.0,0,17000.0,10.38,0.3,2.0,578,0,0.005378238341968913,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
26.0,46438.0,2,13400.0,9.99,0.29,2.0,638,0,0.0045338028169014085,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
24.0,37959.0,1,11200.0,5.79,0.3,4.0,611,0,0.002838235294117647,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
24.0,89712.0,1,25000.0,15.57,0.28,3.0,617,0,0.007054368932038836,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
36.0,44363.0,13,12375.0,14.27,0.28,16.0,653,0,0.006109480122324159,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
26.0,42069.0,2,15293.0,12.79,0.36,3.0,657,0,0.00699756838905775,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
22.0,22793.0,0,6000.0,6.62,0.26,2.0,631,0,0.0027234177215189875,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1
23.0,65804.0,4,10000.0,14.11,0.15,2.0,601,0,0.0035157807308970096,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,1,1
26.0,78008.0,3,8000.0,12.17,0.1,2.0,621,0,0.0019565916398713826,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
23.0,51363.0,0,15000.0,13.49,0.29,3.0,612,0,0.006381892332789559,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
25.0,53798.0,1,7500.0,10.08,0.14,2.0,547,0,0.002575182481751825,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1
37.0,23963.0,9,7000.0,8.62,0.29,9.0,636,0,0.003924332810047095,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,1
22.0,41757.0,0,4500.0,11.71,0.11,2.0,636,0,0.0020221350078492937,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1,1
29.0,37031.0,8,6000.0,17.99,0.16,7.0,618,0,0.004650080775444264,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
23.0,73152.0,0,22628.0,11.46,0.31,4.0,659,0,0.005382727272727273,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1,1
24.0,75941.0,1,20000.0,14.85,0.26,4.0,592,0,0.006510961214165262,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
37.0,73335.0,17,10000.0,15.99,0.14,17.0,714,0,0.0031309090909090913,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
25.0,75111.0,1,18300.0,10.62,0.24,3.0,471,0,0.0053999999999999986,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1
45.0,24255.0,24,4000.0,10.0,0.16,15.0,665,0,0.0024024024024024027,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1
28.0,35634.0,4,14000.0,11.99,0.39,9.0,615,0,0.007591071428571429,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
27.0,36773.0,5,16000.0,10.99,0.44,6.0,663,0,0.007282530120481928,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
21.0,22392.0,0,5000.0,11.11,0.22,2.0,594,0,0.004107899159663865,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1,1
45.0,73300.0,27,25000.0,9.99,0.34,14.0,711,0,0.004770505617977528,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,1,1
23.0,22650.0,0,3250.0,11.66,0.14,4.0,630,0,0.002587004754358162,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1
21.0,59902.0,0,16950.0,18.25,0.28,4.0,625,0,0.008162939297124602,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,1,1
35.0,148556.0,14,25000.0,17.08,0.17,9.0,641,0,0.004522741433021807,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
30.0,78388.0,10,21500.0,6.91,0.27,10.0,598,0,0.0031146911519198666,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
22.0,37007.0,0,10000.0,12.53,0.27,4.0,596,0,0.005666834170854272,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
25.0,90718.0,4,25000.0,10.99,0.28,2.0,692,0,0.004440404040404041,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1
25.0,36352.0,3,8875.0,12.84,0.24,3.0,622,0,0.004946388443017657,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
23.0,73286.0,3,20000.0,12.21,0.27,2.0,687,0,0.004791715116279071,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
27.0,69002.0,5,12000.0,15.95,0.17,10.0,658,0,0.004114567526555387,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1
25.0,59792.0,4,12000.0,13.49,0.2,2.0,624,0,0.004316800000000001,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
49.0,93545.0,27,16000.0,14.09,0.17,12.0,643,0,0.003719409937888199,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
22.0,34639.0,0,3250.0,15.21,0.09,2.0,645,0,0.0021190402476780187,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,1
22.0,38536.0,0,10000.0,12.73,0.26,2.0,653,0,0.00506085626911315,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,1
27.0,43055.0,1,12000.0,9.91,0.28,8.0,551,0,0.0050268115942028995,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
25.0,71453.0,1,5000.0,15.62,0.07,3.0,582,0,0.0018754716981132077,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
25.0,54922.0,2,10000.0,12.14,0.18,4.0,633,0,0.003446687697160883,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
25.0,39679.0,2,10000.0,16.77,0.25,4.0,672,0,0.006229569093610698,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
23.0,31371.0,3,8500.0,6.03,0.27,3.0,638,0,0.0025478873239436622,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
24.0,39825.0,0,6000.0,13.49,0.15,3.0,637,0,0.0031716300940438868,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
34.0,13287.0,11,4250.0,12.68,0.32,5.0,648,0,0.006252080123266564,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1,1
25.0,37253.0,0,12000.0,10.95,0.32,6.0,674,0,0.005191111111111111,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
27.0,63684.0,3,20050.0,17.58,0.31,10.0,625,1,0.008705750798722045,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
25.0,35811.0,3,5631.0,13.93,0.16,4.0,656,0,0.003392389649923897,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
26.0,36959.0,4,2432.0,15.09,0.07,8.0,605,0,0.0017430693069306932,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
49.0,83706.0,27,16000.0,14.96,0.19,12.0,692,0,0.004101587301587301,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
23.0,67624.0,1,5041.0,15.16,0.07,2.0,608,0,0.0017425287356321842,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1
